horizon_days,base_rate,empirical_auc,path_auc,path_plus_xs_auc,xs_lift_auc,path_mace,path_plus_xs_mace,best_set
10,0.2972,0.8162760027869016,0.8018718801294931,0.8041305440699897,0.0022586639404966746,0.046492915901747076,0.06408207299325631,path_plus_xs
20,0.4472,0.7791442947101525,0.7845769878572342,0.7834530008084726,-0.0011239870487615988,0.058558542307709835,0.05608650278247017,path
40,0.6204,0.7624476287933358,0.7751297639003899,0.793543745712873,0.018413981812483105,0.06692259350601237,0.043181165889568544,path_plus_xs
60,0.7207,0.7378456124659621,0.7619526658548208,0.762133602762318,0.00018093690749720892,0.07201723205521239,0.09662819654628993,path_plus_xs
