surface,auc,mace,ece,reliability_slope,brier,n,gate_passed,fail_reasons
classifier_raw,0.7101086048454468,0.1276387617687997,0.1305170534564755,0.6152549524240696,0.2147939968482347,162,False,mace_above_max
classifier_isotonic,0.6789473684210526,0.10295001113383333,0.10315120732502497,0.6595162371590803,0.21236021901107424,162,False,mace_above_max
empirical_baseline,0.4895572263993317,0.18526280309990492,0.16199445078821595,0.02420360009180143,0.2320095658874514,162,False,auc_below_min|mace_above_max
blend,0.7017543859649122,0.03556755582642802,0.03013166926710679,1.116203310160846,0.20435578493771708,162,True,
blend_isotonic,0.6446950710108604,0.09623336716993496,0.1288153214508127,0.5002738130973788,0.22814817314665098,162,True,
