Date,Open,High,Low,Close,Volume
2009-01-02,14.197799,14.830266,14.081484,14.779378,50084000
2009-01-05,14.684867,15.026544,14.58309,14.917499,61475200
2009-01-06,15.084706,15.26645,14.98293,15.091976,58083400
2009-01-07,14.677606,14.750304,14.161454,14.183264,72709900
2009-01-08,14.270487,14.677593,14.212329,14.626705,70255400
2009-01-09,14.663062,14.757568,14.110561,14.190529,49815300
2009-01-12,14.328651,14.38681,14.030592,14.154178,52163500
2009-01-13,14.19053,14.532207,14.19053,14.408622,65843500
2009-01-14,14.1978,14.306846,13.819774,13.877932,80257500
2009-01-15,13.863383,14.030587,13.463549,13.986969,96169800
2009-01-16,14.270496,14.47405,13.921549,14.328654,79634100
2009-01-20,14.146904,14.263221,13.354504,13.43447,89873000
2009-01-21,13.717998,14.139643,13.419938,14.088754,68340900
2009-01-22,13.121873,13.21638,12.409439,12.438519,222436600
2009-01-23,12.336745,12.714772,12.176811,12.50395,117020600
2009-01-26,12.569377,12.947402,12.525757,12.816546,92476500
2009-01-27,12.925591,13.063715,12.67115,12.838353,61695000
2009-01-28,12.940135,13.310892,12.911057,13.11461,64145500
2009-01-29,12.925594,13.056448,12.765659,12.787469,49192800
2009-01-30,12.896514,12.932864,12.431252,12.431252,62370900
2009-02-02,12.380363,13.180033,12.358554,12.961942,88871700
2009-02-03,12.97648,13.52898,12.794737,13.449013,86865100
2009-02-04,13.478094,13.812501,13.449014,13.54352,75618000
2009-02-05,13.456283,13.914276,13.26727,13.841579,75195200
2009-02-06,13.92882,14.48859,13.856122,14.292307,86746000
2009-02-09,14.277766,14.372273,14.001516,14.132372,52196400
2009-02-10,13.994241,14.394075,13.594406,13.667102,83953200
2009-02-11,13.768881,14.168716,13.754342,13.965163,58599000
2009-02-12,13.790691,14.045132,13.478094,14.001514,75323200
2009-02-13,14.008787,14.154181,13.841583,13.877932,47416000
2009-02-17,13.533906,13.541226,13.094731,13.241123,75853300
2009-02-18,13.336279,13.504631,13.175249,13.263084,54946900
2009-02-19,13.394832,13.453389,13.036173,13.109369,49195600
2009-02-20,13.006895,13.314318,12.926379,13.175245,69413800
2009-02-23,13.189885,13.285039,12.560401,12.596998,70803400
2009-02-24,12.465249,12.699475,11.974837,12.567722,122674500
2009-02-25,12.450605,12.618955,12.048027,12.414006,105894600
2009-02-26,12.479888,12.501847,12.018755,12.018755,83219500
2009-02-27,11.923596,12.091946,11.784524,11.821121,93428000
2009-03-02,11.682053,11.894321,11.506383,11.55762,80602100
2009-03-03,11.733292,11.887003,11.447828,11.623498,80476600
2009-03-04,11.799167,12.004114,11.630816,11.799167,69285100
2009-03-05,11.608856,11.623495,11.177001,11.177001,89708500
2009-03-06,11.235556,11.433184,10.884216,11.184319,92821400
2009-03-09,11.125764,11.521021,11.052568,11.089166,66479100
2009-03-10,11.250198,12.165147,11.162363,12.062672,95184200
2009-03-11,12.172464,12.589681,12.026073,12.523805,84522200
2009-03-12,12.450607,12.472567,12.062669,12.450607,93694100
2009-03-13,12.428653,12.47989,11.843087,12.187107,82965800
2009-03-16,12.311537,12.414011,11.887002,11.894321,67028900
2009-03-17,11.945554,12.37009,11.901637,12.37009,62481000
2009-03-18,12.465244,12.604315,12.150502,12.414006,70710700
2009-03-19,12.714118,12.772675,12.384736,12.545767,58994600
2009-03-20,12.677513,12.919059,12.355451,12.487204,81725500
2009-03-23,12.714116,13.607105,12.670198,13.416796,71600000
2009-03-24,13.204527,13.328958,13.058135,13.124011,50044100
2009-03-25,13.160607,13.402153,12.823907,13.087411,73927100
2009-03-26,13.299681,13.81937,13.263083,13.782773,63775100
2009-03-27,13.570508,13.629065,13.211847,13.270404,47670400
2009-03-30,12.984939,12.999579,12.640919,12.79463,49633000
2009-03-31,13.050814,13.753494,13.014216,13.446072,92423300
2009-04-01,13.3436,14.170714,13.307003,14.134115,96438900
2009-04-02,14.273187,14.55865,13.907208,14.119476,99082300
2009-04-03,14.002356,14.016996,13.489986,13.724213,81858400
2009-04-06,13.57051,13.731541,13.372881,13.731541,47476100
2009-04-07,13.731541,14.009684,13.636385,13.731541,65815200
2009-04-08,13.885245,14.361019,13.877926,14.046277,56408900
2009-04-09,14.236584,14.419574,14.068233,14.397614,55759600
2009-04-13,14.412257,14.52937,14.17803,14.339061,44444700
2009-04-14,14.229263,14.309777,13.907201,14.163386,63796300
2009-04-15,14.060917,14.090196,13.548547,13.782773,72725500
2009-04-16,14.024312,14.478126,13.899879,14.463487,67688700
2009-04-17,14.412256,14.412256,13.907204,14.053596,61398500
2009-04-20,13.826688,13.870606,13.592461,13.62174,62937200
2009-04-21,13.607104,13.965763,13.592464,13.885247,60928300
2009-04-22,13.731539,14.046281,13.687622,13.746179,59401000
2009-04-23,13.848643,13.863283,13.519262,13.848643,86116300
2009-04-24,14.507406,15.517509,14.27318,15.305241,168478500
2009-04-27,15.041746,15.239375,14.844118,14.931952,68219600
2009-04-28,14.822158,14.836798,14.485458,14.587932,76685200
2009-04-29,14.719681,15.290608,14.683083,14.822155,79301600
2009-04-30,15.078337,15.444317,14.646482,14.829472,87439900
2009-05-01,14.778238,14.895351,14.536692,14.814836,63224500
2009-05-04,14.909991,14.931949,14.624526,14.778238,54313400
2009-05-05,14.741636,14.814832,14.375657,14.485452,66835500
2009-05-06,14.683079,14.690399,14.353699,14.485452,59639100
2009-05-07,14.609891,14.63185,14.009685,14.141438,68727200
2009-05-08,14.243909,14.375661,14.009682,14.214631,67597600
2009-05-11,14.053603,14.44154,13.914531,14.141438,63762600
2009-05-12,14.280512,14.683089,14.251233,14.558656,71966800
2009-05-13,14.580606,14.639162,14.397616,14.456173,49281700
2009-05-14,14.514733,14.807516,14.492773,14.683083,54539500
2009-05-15,14.73432,15.005145,14.624527,14.800197,61289900
2009-05-18,14.902671,15.078341,14.814835,15.078341,46073800
2009-05-19,15.107805,15.277225,14.916288,14.960484,51368300
2009-05-20,15.034142,15.240392,14.894186,15.012043,47450700
2009-05-21,14.835264,14.901559,14.371202,14.59955,58232800
2009-05-22,14.680572,14.857357,14.341732,14.547982,37318700
2009-05-26,14.3933,15.063612,14.327005,14.982585,44991700
2009-05-27,14.916288,15.1741,14.783698,14.827894,42892900
2009-05-28,14.967846,15.196193,14.768962,15.063605,45480800
2009-05-29,15.144635,15.424547,14.953117,15.387715,46134900
2009-06-01,15.468741,15.837044,15.365616,15.763383,57317100
2009-06-02,15.733919,16.190615,15.616062,15.763383,48935700
2009-06-03,15.697091,16.028565,15.68236,16.006466,56039600
2009-06-04,16.035922,16.13168,15.895967,16.080118,42330000
2009-06-05,16.17588,16.433693,16.06539,16.30847,59579200
2009-06-08,16.190614,16.44106,15.932801,16.242176,49000600
2009-06-09,16.24954,16.441058,16.116951,16.264273,50887700
2009-06-10,16.330577,16.662051,16.293747,16.610487,61297200
2009-06-11,16.639949,17.133475,16.625216,16.816734,65124600
2009-06-12,16.868293,17.221864,16.750436,17.185034,50963500
2009-06-15,17.111372,17.339721,16.956685,17.251328,69089600
2009-06-16,17.288161,17.75959,17.266064,17.27343,105295600
2009-06-17,17.310263,17.545977,17.067182,17.442852,86483100
2009-06-18,17.398652,17.450215,17.162937,17.310259,58852200
2009-06-19,17.708026,17.929008,17.49441,17.730124,115459000
2009-06-22,17.641731,17.641731,17.126106,17.148205,71291600
2009-06-23,17.221869,17.42812,17.096646,17.192406,56752700
2009-06-24,17.273431,17.494413,17.207136,17.288162,54287700
2009-06-25,17.258699,17.619636,17.08928,17.523878,57724300
2009-06-26,17.361827,17.45022,17.177675,17.199774,65126400
2009-06-29,17.383925,17.700667,17.347094,17.575443,62854900
2009-06-30,17.656468,17.855352,17.406022,17.509148,66452400
2009-07-01,17.71539,17.899541,17.649095,17.708025,54908400
2009-07-02,17.501786,17.708037,17.096652,17.21451,65422200
2009-07-06,17.096642,17.148206,16.846197,17.089277,49207700
2009-07-07,17.000886,17.045082,16.544189,16.595753,52842500
2009-07-08,16.4337,16.713611,16.205352,16.617851,73023400
2009-07-09,16.684136,16.801993,16.477887,16.529449,46981200
2009-07-10,16.345304,16.603116,16.315839,16.492624,43229200
2009-07-13,16.514728,17.155577,16.308478,17.11138,67584000
2009-07-14,17.089276,17.104007,16.83883,17.022982,45448700
2009-07-15,17.494411,17.766956,17.354456,17.766956,67238700
2009-07-16,17.627003,18.002672,17.57544,18.002672,64555100
2009-07-17,17.973207,18.010038,17.752226,17.892181,52860100
2009-07-20,18.002671,18.068966,17.789055,18.068966,47798000
2009-07-21,18.186814,18.289938,17.9511,18.289938,52028400
2009-07-22,18.194189,18.34151,18.054234,18.267849,66192500
2009-07-23,18.363609,18.945528,18.297315,18.827671,106060500
2009-07-24,17.391287,17.597536,16.802001,17.27343,215135700
2009-07-27,17.266062,17.273428,16.868294,17.022982,80950000
2009-07-28,16.934591,17.347091,16.868297,17.288162,70288400
2009-07-29,17.479676,17.612266,17.1924,17.531239,73626900
2009-07-30,17.825878,17.995298,17.46494,17.538601,67820000
2009-07-31,17.509147,17.730128,17.310263,17.324995,54258200
2009-08-03,17.545975,17.57544,17.310261,17.553341,46902900
2009-08-04,17.442853,17.52388,17.332362,17.509148,49218300
2009-08-05,17.5607,17.862708,17.52387,17.538601,53310300
2009-08-06,17.627006,17.663836,17.140846,17.2808,59686000
2009-08-07,17.494408,17.54597,17.310256,17.354452,46169700
2009-08-10,17.280791,17.347086,17.162934,17.251328,35261900
2009-08-11,17.177666,17.236594,16.978782,17.03771,33615800
2009-08-12,17.037721,17.604909,16.964061,17.332365,61972300
2009-08-13,17.40601,17.568065,17.236591,17.398645,38954500
2009-08-14,17.398656,17.531244,17.317629,17.450218,46330200
2009-08-17,17.177667,17.383917,17.111372,17.126104,42474400
2009-08-18,17.252036,17.518704,17.237221,17.466852,38878900
2009-08-19,17.222399,17.57055,17.222399,17.518698,41821300
2009-08-20,17.481669,17.681672,17.437225,17.533522,39505900
2009-08-21,17.726114,18.08908,17.607594,18.081673,69011400
2009-08-24,18.081665,18.318705,17.985369,18.252037,54180900
2009-08-25,18.222408,18.385372,18.118702,18.252037,43980300
